player,player_upper,api_id,birthday,season_age,position,position_type,shoots,team,season,session,gp,toi,toi_gp,toi_perc,g,a1,a2,points,isf,iff,icf
Tyler Johnson,TYLER.JOHNSON,8474870,1990-07-29,23.0,C,F,R,T.B,20132014,R,82.0,1540.33,18.78,30.73,24.0,13.0,13.0,50.0,181.0,252.0,313.0
Tyler Kennedy,TYLER.KENNEDY,8471311,1986-07-15,27.0,C,F,R,S.J,20132014,R,67.0,852.28,12.72,20.79,4.0,9.0,4.0,17.0,143.0,197.0,270.0
Tyler Myers,TYLER.MYERS,8474574,1990-02-01,23.0,D,D,R,BUF,20132014,R,62.0,1357.72,21.9,35.99,9.0,7.0,6.0,22.0,99.0,145.0,202.0
Tyler Pitlick,TYLER.PITLICK,8475752,1991-11-01,21.0,C,F,R,EDM,20132014,R,10.0,89.72,8.97,14.86,1.0,0.0,0.0,1.0,9.0,12.0,18.0
Tyler Seguin,TYLER.SEGUIN,8475794,1992-01-31,21.0,C,F,R,DAL,20132014,R,80.0,1547.82,19.35,31.81,37.0,33.0,14.0,84.0,294.0,417.0,522.0
Tyler Toffoli,TYLER.TOFFOLI,8475726,1992-04-24,21.0,C,F,R,L.A,20132014,R,62.0,802.15,12.94,21.26,12.0,8.0,9.0,29.0,124.0,180.0,236.0
Tyler Wotherspoon,TYLER.WOTHERSPOON,8476452,1993-03-12,20.0,D,D,L,CGY,20132014,R,14.0,188.3,13.45,22.15,0.0,3.0,1.0,4.0,3.0,7.0,17.0
Tyson Barrie,TYSON.BARRIE,8475197,1991-07-26,22.0,D,D,R,COL,20132014,R,64.0,1186.68,18.54,30.29,13.0,11.0,14.0,38.0,101.0,141.0,207.0
Tyson Strachan,TYSON.STRACHAN,8470729,1984-10-30,28.0,D,D,R,WSH,20132014,R,18.0,311.38,17.3,27.93,0.0,0.0,2.0,2.0,7.0,16.0,29.0
Valeri Nichushkin,VALERI.NICHUSHKIN,8477501,1995-03-04,18.0,R,F,L,DAL,20132014,R,79.0,1182.52,14.97,24.59,14.0,13.0,7.0,34.0,128.0,179.0,220.0
Valtteri Filppula,VALTTERI.FILPPULA,8470047,1984-03-20,29.0,C,F,L,T.B,20132014,R,75.0,1498.5,19.98,32.69,25.0,21.0,12.0,58.0,131.0,168.0,208.0
Vernon Fiddler,VERNON.FIDDLER,8469759,1980-05-09,33.0,L,F,L,DAL,20132014,R,76.0,1009.6,13.28,21.8,6.0,10.0,7.0,23.0,109.0,145.0,182.0
Victor Bartley,VICTOR.BARTLEY,8473658,1988-02-17,25.0,D,D,L,NSH,20132014,R,50.0,768.22,15.36,25.25,1.0,3.0,2.0,6.0,21.0,31.0,50.0
Victor Hedman,VICTOR.HEDMAN,8475167,1990-12-18,22.0,D,D,L,T.B,20132014,R,75.0,1682.82,22.44,36.77,13.0,26.0,16.0,55.0,170.0,242.0,342.0
Viktor Stalberg,VIKTOR.STALBERG,8473537,1986-01-17,27.0,L,F,L,NSH,20132014,R,70.0,880.87,12.58,20.69,8.0,7.0,3.0,18.0,114.0,157.0,199.0
Ville Leino,VILLE.LEINO,8474551,1983-10-06,29.0,L,F,L,BUF,20132014,R,58.0,837.05,14.43,23.7,0.0,7.0,8.0,15.0,38.0,56.0,82.0
Vincent Lecavalier,VINCENT.LECAVALIER,8467329,1980-04-21,33.0,C,F,L,PHI,20132014,R,69.0,1048.17,15.19,24.95,20.0,12.0,5.0,37.0,132.0,188.0,240.0
Vincent Trocheck,VINCENT.TROCHECK,8476389,1993-07-11,20.0,C,F,R,FLA,20132014,R,20.0,377.73,18.89,31.22,5.0,1.0,2.0,8.0,38.0,61.0,76.0
Vladimir Sobotka,VLADIMIR.SOBOTKA,8471743,1987-07-02,26.0,C,F,L,STL,20132014,R,61.0,1021.3,16.74,27.6,9.0,13.0,11.0,33.0,102.0,158.0,225.0
Vladimir Tarasenko,VLADIMIR.TARASENKO,8475765,1991-12-13,21.0,R,F,L,STL,20132014,R,64.0,971.1,15.17,24.81,21.0,15.0,7.0,43.0,136.0,215.0,276.0
Vladislav Namestnikov,VLADISLAV.NAMESTNIKOV,8476480,1992-11-22,20.0,C,F,L,T.B,20132014,R,4.0,37.88,9.47,15.78,0.0,0.0,0.0,0.0,4.0,4.0,6.0
Wayne Simmonds,WAYNE.SIMMONDS,8474190,1988-08-26,25.0,R,F,R,PHI,20132014,R,82.0,1375.17,16.77,27.55,29.0,18.0,13.0,60.0,209.0,262.0,335.0
Willie Mitchell,WILLIE.MITCHELL,8465185,1977-04-23,36.0,D,D,L,L.A,20132014,R,76.0,1545.12,20.33,33.32,1.0,2.0,9.0,12.0,73.0,115.0,177.0
Xavier Ouellet,XAVIER.OUELLET,8476443,1993-07-29,20.0,D,D,L,DET,20132014,R,4.0,58.28,14.57,22.96,0.0,0.0,0.0,0.0,4.0,5.0,10.0
Yann Sauve,YANN.SAUVE,8474601,1990-02-18,23.0,D,D,L,VAN,20132014,R,3.0,36.83,12.28,20.46,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Yannick Weber,YANNICK.WEBER,8474134,1988-09-23,24.0,D,D,R,VAN,20132014,R,49.0,583.88,11.92,19.51,6.0,3.0,1.0,10.0,70.0,110.0,153.0
Zac Dalpe,ZAC.DALPE,8474610,1989-11-01,23.0,C,F,R,VAN,20132014,R,55.0,392.15,7.13,11.71,4.0,0.0,3.0,7.0,52.0,82.0,96.0
Zac Rinaldo,ZAC.RINALDO,8474736,1990-06-15,23.0,C,F,L,PHI,20132014,R,67.0,515.73,7.7,12.66,2.0,2.0,0.0,4.0,54.0,81.0,110.0
Zach Bogosian,ZACH.BOGOSIAN,8474567,1990-07-15,23.0,D,D,R,WPG,20132014,R,55.0,1259.88,22.91,37.44,3.0,5.0,3.0,11.0,134.0,184.0,254.0
Zach Boychuk,ZACH.BOYCHUK,8474576,1989-10-04,23.0,L,F,L,CAR,20132014,R,11.0,112.18,10.2,16.85,1.0,3.0,0.0,4.0,15.0,17.0,23.0
Zach Parise,ZACH.PARISE,8470610,1984-07-28,29.0,L,F,L,MIN,20132014,R,67.0,1368.57,20.43,33.28,29.0,16.0,11.0,56.0,245.0,314.0,378.0
Zach Redmond,ZACH.REDMOND,8474743,1988-07-26,25.0,D,D,R,WPG,20132014,R,10.0,153.17,15.32,24.89,1.0,1.0,1.0,3.0,10.0,18.0,30.0
Zach Sill,ZACH.SILL,8475119,1988-05-24,25.0,C,F,L,PIT,20132014,R,20.0,215.88,10.79,17.84,0.0,0.0,0.0,0.0,14.0,20.0,27.0
Zach Trotman,ZACH.TROTMAN,8475902,1990-08-26,23.0,D,D,R,BOS,20132014,R,2.0,30.0,15.0,25.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0
Zack Kassian,ZACK.KASSIAN,8475178,1991-01-24,22.0,R,F,R,VAN,20132014,R,73.0,943.82,12.93,21.17,14.0,10.0,5.0,29.0,91.0,125.0,163.0
Zack Smith,ZACK.SMITH,8474250,1988-04-05,25.0,C,F,L,OTT,20132014,R,82.0,1273.37,15.53,25.42,13.0,4.0,5.0,22.0,154.0,205.0,250.0
Zbynek Michalek,ZBYNEK.MICHALEK,8469760,1982-12-23,30.0,D,D,R,ARI,20132014,R,59.0,1236.9,20.96,34.3,2.0,5.0,3.0,10.0,78.0,104.0,162.0
Zdeno Chara,ZDENO.CHARA,8465009,1977-03-18,36.0,D,D,L,BOS,20132014,R,77.0,1898.32,24.65,40.65,17.0,13.0,10.0,40.0,168.0,240.0,341.0
Zemgus Girgensons,ZEMGUS.GIRGENSONS,8476878,1994-01-05,19.0,C,F,L,BUF,20132014,R,70.0,1072.12,15.32,25.08,8.0,10.0,4.0,22.0,115.0,160.0,191.0
Zenon Konopka,ZENON.KONOPKA,8469820,1981-01-02,32.0,C,F,L,BUF,20132014,R,23.0,204.15,8.88,14.52,0.0,0.0,1.0,1.0,6.0,9.0,10.0
Zenon Konopka,ZENON.KONOPKA,8469820,1981-01-02,32.0,C,F,L,MIN,20132014,R,36.0,262.02,7.28,11.88,1.0,1.0,0.0,2.0,15.0,22.0,26.0
Aaron Ekblad,AARON.EKBLAD,8477932,1996-02-07,18.0,D,D,R,FLA,20142015,R,81.0,1766.62,21.81,35.63,12.0,10.0,17.0,39.0,170.0,238.0,351.0
Aaron Volpatti,AARON.VOLPATTI,8475619,1985-05-30,29.0,L,F,L,WSH,20142015,R,2.0,19.23,9.62,16.03,0.0,0.0,0.0,0.0,1.0,3.0,3.0
Adam Burish,ADAM.BURISH,8470063,1983-01-06,31.0,R,F,R,S.J,20142015,R,20.0,222.9,11.14,18.27,1.0,2.0,0.0,3.0,22.0,31.0,38.0
Adam Clendening,ADAM.CLENDENING,8476431,1992-10-26,21.0,D,D,R,CHI,20142015,R,4.0,52.68,13.17,21.95,1.0,0.0,1.0,2.0,2.0,4.0,10.0
Adam Clendening,ADAM.CLENDENING,8476431,1992-10-26,21.0,D,D,R,VAN,20142015,R,17.0,296.7,17.45,28.61,0.0,1.0,1.0,2.0,15.0,26.0,39.0
Adam Cracknell,ADAM.CRACKNELL,8471490,1985-07-15,29.0,R,F,R,CBJ,20142015,R,17.0,169.1,9.95,16.34,0.0,1.0,0.0,1.0,17.0,26.0,29.0
Adam Henrique,ADAM.HENRIQUE,8474641,1990-02-06,24.0,C,F,L,N.J,20142015,R,75.0,1330.78,17.74,29.07,16.0,16.0,11.0,43.0,127.0,165.0,224.0
Adam Larsson,ADAM.LARSSON,8476457,1992-11-12,21.0,D,D,R,N.J,20142015,R,64.0,1341.63,20.96,34.45,3.0,9.0,12.0,24.0,91.0,124.0,178.0
Adam Lowry,ADAM.LOWRY,8476392,1993-03-29,21.0,L,F,L,WPG,20142015,R,80.0,1100.25,13.75,22.52,11.0,9.0,3.0,23.0,104.0,145.0,184.0
Adam McQuaid,ADAM.MCQUAID,8471717,1986-10-12,27.0,D,D,R,BOS,20142015,R,63.0,1161.47,18.44,30.15,1.0,2.0,4.0,7.0,60.0,86.0,135.0
Adam Pardy,ADAM.PARDY,8471385,1984-03-29,30.0,D,D,L,WPG,20142015,R,55.0,826.03,15.02,24.73,0.0,5.0,4.0,9.0,29.0,41.0,79.0
Alec Martinez,ALEC.MARTINEZ,8474166,1987-07-26,27.0,D,D,L,L.A,20142015,R,56.0,1115.4,19.92,32.65,6.0,9.0,7.0,22.0,103.0,151.0,232.0
Aleksander Barkov,ALEKSANDER.BARKOV,8477493,1995-09-02,19.0,C,F,L,FLA,20142015,R,71.0,1242.42,17.5,28.57,16.0,9.0,11.0,36.0,123.0,159.0,199.0
Ales Hemsky,ALES.HEMSKY,8469466,1983-08-13,31.0,R,F,R,DAL,20142015,R,76.0,1036.68,13.64,22.45,11.0,8.0,13.0,32.0,140.0,179.0,255.0
Alex Biega,ALEX.BIEGA,8473415,1988-04-04,26.0,D,D,R,VAN,20142015,R,7.0,110.57,15.8,25.71,1.0,0.0,0.0,1.0,7.0,14.0,19.0
Alex Bolduc,ALEX.BOLDUC,8470719,1985-06-26,29.0,C,F,L,ARI,20142015,R,3.0,31.98,10.66,16.83,0.0,0.0,0.0,0.0,3.0,3.0,3.0
Alex Burrows,ALEX.BURROWS,8470358,1981-04-11,33.0,L,F,L,VAN,20142015,R,70.0,1083.42,15.48,25.49,18.0,9.0,6.0,33.0,145.0,199.0,236.0
Alex Chiasson,ALEX.CHIASSON,8475163,1990-10-01,23.0,R,F,R,OTT,20142015,R,76.0,1016.6,13.38,21.81,11.0,9.0,6.0,26.0,105.0,141.0,175.0
Alex Edler,ALEX.EDLER,8471303,1986-04-21,28.0,D,D,L,VAN,20142015,R,74.0,1774.45,23.98,39.52,8.0,8.0,15.0,31.0,175.0,239.0,364.0
Alex Galchenyuk,ALEX.GALCHENYUK,8476851,1994-02-12,20.0,C,F,L,MTL,20142015,R,80.0,1314.3,16.43,26.92,20.0,15.0,11.0,46.0,163.0,229.0,300.0
Alex Goligoski,ALEX.GOLIGOSKI,8471274,1985-07-30,29.0,D,D,L,DAL,20142015,R,81.0,1928.72,23.81,39.22,4.0,17.0,15.0,36.0,122.0,187.0,282.0
Alex Khokhlachev,ALEX.KHOKHLACHEV,8476435,1993-09-09,21.0,C,F,L,BOS,20142015,R,3.0,24.6,8.2,13.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Alex Killorn,ALEX.KILLORN,8473986,1989-09-14,25.0,C,F,L,T.B,20142015,R,71.0,1201.75,16.93,27.96,15.0,13.0,10.0,38.0,130.0,180.0,225.0
Alex Ovechkin,ALEX.OVECHKIN,8471214,1985-09-17,28.0,L,F,R,WSH,20142015,R,81.0,1646.4,20.33,33.31,53.0,21.0,7.0,81.0,395.0,597.0,825.0
Alex Petrovic,ALEX.PETROVIC,8475755,1992-03-03,22.0,D,D,R,FLA,20142015,R,33.0,536.57,16.26,26.59,0.0,0.0,3.0,3.0,29.0,37.0,60.0
Alex Pietrangelo,ALEX.PIETRANGELO,8474565,1990-01-18,24.0,D,D,R,STL,20142015,R,81.0,2058.12,25.41,41.63,7.0,16.0,23.0,46.0,195.0,284.0,365.0
Alex Semin,ALEX.SEMIN,8470120,1984-03-03,30.0,R,F,R,CAR,20142015,R,57.0,907.65,15.92,26.09,6.0,7.0,6.0,19.0,93.0,137.0,207.0
Alex Steen,ALEX.STEEN,8470257,1984-03-01,30.0,L,F,L,STL,20142015,R,74.0,1478.57,19.98,32.69,24.0,29.0,11.0,64.0,223.0,305.0,415.0
Alex Tanguay,ALEX.TANGUAY,8467338,1979-11-21,34.0,L,F,L,COL,20142015,R,80.0,1452.87,18.16,29.7,22.0,19.0,14.0,55.0,104.0,132.0,169.0
Alex Wennberg,ALEX.WENNBERG,8477505,1994-09-22,19.0,C,F,L,CBJ,20142015,R,68.0,1062.47,15.62,25.71,4.0,9.0,7.0,20.0,85.0,107.0,144.0
Alexei Emelin,ALEXEI.EMELIN,8471296,1986-04-25,28.0,D,D,L,MTL,20142015,R,68.0,1347.57,19.82,32.46,3.0,3.0,8.0,14.0,43.0,70.0,120.0
Alexey Marchenko,ALEXEY.MARCHENKO,8476289,1992-01-02,22.0,D,D,R,DET,20142015,R,13.0,200.6,15.43,25.21,1.0,0.0,1.0,2.0,7.0,11.0,19.0
Anders Lee,ANDERS.LEE,8475314,1990-07-03,24.0,C,F,L,NYI,20142015,R,76.0,1093.88,14.39,23.56,25.0,9.0,7.0,41.0,197.0,262.0,303.0
Andre Benoit,ANDRE.BENOIT,8470378,1984-01-06,30.0,D,D,L,BUF,20142015,R,59.0,1069.38,18.13,29.79,1.0,3.0,5.0,9.0,45.0,69.0,106.0
Andre Burakovsky,ANDRE.BURAKOVSKY,8477444,1995-02-09,19.0,L,F,L,WSH,20142015,R,53.0,684.8,12.92,21.23,9.0,6.0,7.0,22.0,65.0,101.0,142.0
Andrei Markov,ANDREI.MARKOV,8467496,1978-12-20,35.0,D,D,L,MTL,20142015,R,81.0,2017.73,24.91,40.83,10.0,24.0,16.0,50.0,135.0,211.0,327.0
Andrej Meszaros,ANDREJ.MESZAROS,8471236,1985-10-13,28.0,D,D,L,BUF,20142015,R,60.0,1074.38,17.91,29.49,7.0,3.0,4.0,14.0,67.0,92.0,139.0
Andrej Nestrasil,ANDREJ.NESTRASIL,8475250,1991-02-22,23.0,C,F,L,CAR,20142015,R,41.0,577.2,14.08,23.19,7.0,7.0,4.0,18.0,66.0,104.0,122.0
Andrej Nestrasil,ANDREJ.NESTRASIL,8475250,1991-02-22,23.0,C,F,L,DET,20142015,R,13.0,143.78,11.06,17.93,0.0,2.0,0.0,2.0,16.0,25.0,26.0
Andrej Sekera,ANDREJ.SEKERA,8471284,1986-06-08,28.0,D,D,L,CAR,20142015,R,57.0,1297.78,22.77,37.4,2.0,5.0,12.0,19.0,77.0,123.0,213.0
Andrej Sekera,ANDREJ.SEKERA,8471284,1986-06-08,28.0,D,D,L,L.A,20142015,R,16.0,307.33,19.21,31.77,1.0,2.0,1.0,4.0,23.0,31.0,56.0
Andrej Sustr,ANDREJ.SUSTR,8477205,1990-11-29,23.0,D,D,R,T.B,20142015,R,72.0,1274.57,17.7,29.23,0.0,5.0,8.0,13.0,55.0,78.0,132.0
Andrew Agozzino,ANDREW.AGOZZINO,8475461,1991-01-03,23.0,L,F,L,COL,20142015,R,1.0,9.75,9.75,16.25,0.0,0.0,1.0,1.0,1.0,2.0,2.0
Andrew Campbell,ANDREW.CAMPBELL,8474638,1988-02-04,26.0,D,D,L,ARI,20142015,R,33.0,578.72,17.54,28.85,0.0,0.0,1.0,1.0,28.0,44.0,62.0
Andrew Cogliano,ANDREW.COGLIANO,8471699,1987-06-14,27.0,C,F,L,ANA,20142015,R,82.0,1195.28,14.58,23.89,15.0,12.0,2.0,29.0,134.0,193.0,245.0
Andrew Copp,ANDREW.COPP,8477429,1994-07-08,20.0,C,F,L,WPG,20142015,R,1.0,13.27,13.27,22.11,0.0,1.0,0.0,1.0,4.0,4.0,4.0
Andrew Desjardins,ANDREW.DESJARDINS,8471956,1986-07-27,28.0,C,F,L,CHI,20142015,R,13.0,155.98,12.0,19.87,0.0,0.0,2.0,2.0,16.0,18.0,24.0
Andrew Desjardins,ANDREW.DESJARDINS,8471956,1986-07-27,28.0,C,F,L,S.J,20142015,R,56.0,585.02,10.45,17.19,5.0,0.0,3.0,8.0,43.0,53.0,77.0
Andrew Ebbett,ANDREW.EBBETT,8473682,1983-01-02,31.0,C,F,L,PIT,20142015,R,24.0,216.13,9.01,14.77,1.0,3.0,2.0,6.0,21.0,26.0,37.0
Andrew Ference,ANDREW.FERENCE,8466333,1979-03-17,35.0,D,D,L,EDM,20142015,R,70.0,1321.38,18.88,30.86,3.0,0.0,11.0,14.0,58.0,105.0,165.0
Andrew Ladd,ANDREW.LADD,8471217,1985-12-12,28.0,L,F,L,WPG,20142015,R,81.0,1625.87,20.07,32.85,24.0,24.0,14.0,62.0,224.0,306.0,382.0
Andrew MacDonald,ANDREW.MACDONALD,8473584,1986-09-07,28.0,D,D,L,PHI,20142015,R,58.0,1160.78,20.01,32.61,2.0,4.0,6.0,12.0,62.0,98.0,152.0
Andrew MacWilliam,ANDREW.MACWILLIAM,8474748,1990-03-25,24.0,D,D,L,TOR,20142015,R,12.0,184.83,15.4,24.98,0.0,0.0,2.0,2.0,5.0,7.0,13.0
Andrew Miller,ANDREW.MILLER,8477249,1988-09-18,25.0,C,F,R,EDM,20142015,R,9.0,123.75,13.75,22.59,1.0,3.0,2.0,6.0,14.0,20.0,22.0
Andrew Shaw,ANDREW.SHAW,8476381,1991-07-20,23.0,C,F,R,CHI,20142015,R,79.0,1180.87,14.95,24.53,15.0,4.0,7.0,26.0,146.0,187.0,230.0
Andy Andreoff,ANDY.ANDREOFF,8476404,1991-05-17,23.0,C,F,L,L.A,20142015,R,18.0,154.23,8.57,14.11,2.0,0.0,1.0,3.0,14.0,24.0,28.0
Andy Greene,ANDY.GREENE,8472382,1982-10-30,31.0,D,D,L,N.J,20142015,R,82.0,1930.63,23.54,38.63,3.0,7.0,12.0,22.0,83.0,140.0,216.0
Anthony Bitetto,ANTHONY.BITETTO,8475868,1990-07-15,24.0,D,D,L,NSH,20142015,R,7.0,82.45,11.78,19.2,0.0,0.0,0.0,0.0,2.0,4.0,7.0
Anthony Duclair,ANTHONY.DUCLAIR,8477407,1995-08-26,19.0,L,F,L,NYR,20142015,R,18.0,218.82,12.16,19.95,1.0,4.0,2.0,7.0,18.0,26.0,36.0
Anthony Peluso,ANTHONY.PELUSO,8474061,1989-04-18,25.0,R,F,R,WPG,20142015,R,49.0,287.97,5.88,9.62,1.0,1.0,0.0,2.0,23.0,32.0,42.0
Antoine Roussel,ANTOINE.ROUSSEL,8474849,1989-11-21,24.0,L,F,L,DAL,20142015,R,80.0,1161.75,14.52,23.92,13.0,6.0,6.0,25.0,113.0,169.0,206.0
Antoine Vermette,ANTOINE.VERMETTE,8468535,1982-07-20,32.0,C,F,L,ARI,20142015,R,63.0,1195.82,18.98,31.11,13.0,14.0,8.0,35.0,85.0,114.0,146.0
Antoine Vermette,ANTOINE.VERMETTE,8468535,1982-07-20,32.0,C,F,L,CHI,20142015,R,19.0,267.22,14.06,23.33,0.0,1.0,2.0,3.0,24.0,34.0,42.0
Anton Lander,ANTON.LANDER,8475165,1991-04-24,23.0,C,F,L,EDM,20142015,R,38.0,570.45,15.01,24.46,6.0,6.0,8.0,20.0,61.0,75.0,88.0
Anton Stralman,ANTON.STRALMAN,8471873,1986-08-01,28.0,D,D,R,T.B,20142015,R,82.0,1799.58,21.95,36.16,9.0,15.0,15.0,39.0,138.0,182.0,274.0
Anton Volchenkov,ANTON.VOLCHENKOV,8468501,1982-02-25,32.0,D,D,L,NSH,20142015,R,46.0,606.2,13.18,21.47,0.0,1.0,6.0,7.0,35.0,51.0,79.0
Anze Kopitar,ANZE.KOPITAR,8471685,1987-08-24,27.0,C,F,L,L.A,20142015,R,79.0,1530.32,19.37,31.83,16.0,30.0,18.0,64.0,134.0,191.0,254.0
Artem Anisimov,ARTEM.ANISIMOV,8473573,1988-05-24,26.0,C,F,L,CBJ,20142015,R,52.0,851.8,16.38,26.9,7.0,15.0,5.0,27.0,88.0,136.0,175.0
B.J. Crombeen,B.J..CROMBEEN,8470647,1985-07-10,29.0,R,F,R,ARI,20142015,R,58.0,469.48,8.09,13.26,3.0,1.0,2.0,6.0,43.0,59.0,83.0
Barclay Goodrow,BARCLAY.GOODROW,8476624,1993-02-26,21.0,C,F,L,S.J,20142015,R,60.0,664.3,11.07,18.22,4.0,7.0,1.0,12.0,68.0,94.0,131.0
Barret Jackman,BARRET.JACKMAN,8467890,1981-03-05,33.0,D,D,L,STL,20142015,R,80.0,1345.28,16.82,27.55,2.0,6.0,7.0,15.0,86.0,113.0,159.0
Beau Bennett,BEAU.BENNETT,8475761,1991-11-27,22.0,R,F,R,PIT,20142015,R,49.0,611.88,12.49,20.46,4.0,6.0,2.0,12.0,81.0,110.0,145.0
Ben Chiarot,BEN.CHIAROT,8475279,1991-05-09,23.0,D,D,L,WPG,20142015,R,40.0,680.25,17.01,27.76,2.0,4.0,2.0,8.0,37.0,54.0,88.0
Ben Lovejoy,BEN.LOVEJOY,8473933,1984-02-20,30.0,D,D,R,ANA,20142015,R,40.0,741.55,18.54,30.4,1.0,4.0,6.0,11.0,50.0,74.0,101.0
Ben Lovejoy,BEN.LOVEJOY,8473933,1984-02-20,30.0,D,D,R,PIT,20142015,R,20.0,424.33,21.22,34.92,1.0,0.0,2.0,3.0,36.0,51.0,74.0
Ben Smith,BEN.SMITH,8474727,1988-07-11,26.0,R,F,R,CHI,20142015,R,61.0,828.7,13.59,22.23,5.0,4.0,0.0,9.0,77.0,108.0,134.0
Ben Smith,BEN.SMITH,8474727,1988-07-11,26.0,R,F,R,S.J,20142015,R,19.0,215.47,11.34,18.66,2.0,1.0,2.0,5.0,15.0,21.0,27.0
Ben Street,BEN.STREET,8476043,1987-02-13,27.0,C,F,L,COL,20142015,R,3.0,34.78,11.59,18.48,0.0,0.0,0.0,0.0,4.0,5.0,7.0
Benoit Pouliot,BENOIT.POULIOT,8471678,1986-09-29,27.0,L,F,L,EDM,20142015,R,58.0,964.08,16.62,27.25,19.0,11.0,4.0,34.0,105.0,156.0,174.0
Blair Jones,BLAIR.JONES,8471767,1986-09-27,27.0,C,F,R,PHI,20142015,R,4.0,27.67,6.92,11.16,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Blake Comeau,BLAKE.COMEAU,8471260,1986-02-18,28.0,L,F,R,PIT,20142015,R,61.0,932.33,15.28,25.04,16.0,10.0,5.0,31.0,147.0,192.0,269.0
Blake Wheeler,BLAKE.WHEELER,8471218,1986-08-31,28.0,R,F,R,WPG,20142015,R,79.0,1553.27,19.66,32.19,26.0,24.0,11.0,61.0,244.0,345.0,416.0
Bo Horvat,BO.HORVAT,8477500,1995-04-05,19.0,C,F,L,VAN,20142015,R,68.0,833.93,12.26,20.18,13.0,7.0,5.0,25.0,93.0,120.0,142.0
Bobby Farnham,BOBBY.FARNHAM,8476769,1989-01-21,25.0,R,F,L,PIT,20142015,R,11.0,78.93,7.18,11.67,0.0,0.0,0.0,0.0,6.0,10.0,14.0
Bobby Robins,BOBBY.ROBINS,8472365,1981-10-17,32.0,C,F,R,BOS,20142015,R,3.0,22.75,7.58,12.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Ryan,BOBBY.RYAN,8471676,1987-03-17,27.0,R,F,R,OTT,20142015,R,78.0,1362.87,17.47,28.52,18.0,18.0,18.0,54.0,221.0,283.0,368.0
Bogdan Yakimov,BOGDAN.YAKIMOV,8477410,1994-10-04,19.0,C,F,L,EDM,20142015,R,1.0,11.32,11.32,18.86,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Boone Jenner,BOONE.JENNER,8476432,1993-06-15,21.0,C,F,L,CBJ,20142015,R,31.0,566.37,18.27,29.64,9.0,6.0,2.0,17.0,83.0,108.0,137.0
Borna Rendulic,BORNA.RENDULIC,8477916,1992-03-25,22.0,C,F,R,COL,20142015,R,11.0,103.42,9.4,15.3,1.0,1.0,0.0,2.0,6.0,7.0,11.0
Boyd Gordon,BOYD.GORDON,8470159,1983-10-19,30.0,C,F,R,EDM,20142015,R,68.0,906.13,13.33,21.8,6.0,3.0,4.0,13.0,65.0,94.0,114.0
Brad Boyes,BRAD.BOYES,8468504,1982-04-17,32.0,R,F,R,FLA,20142015,R,78.0,1220.73,15.65,25.58,14.0,18.0,6.0,38.0,151.0,213.0,261.0
Brad Hunt,BRAD.HUNT,8476779,1988-08-24,26.0,D,D,L,EDM,20142015,R,11.0,214.33,19.48,31.75,1.0,2.0,0.0,3.0,20.0,33.0,49.0
Brad Malone,BRAD.MALONE,8474089,1989-05-20,25.0,C,F,L,CAR,20142015,R,65.0,659.78,10.15,16.62,7.0,5.0,3.0,15.0,65.0,99.0,118.0
Brad Marchand,BRAD.MARCHAND,8473419,1988-05-11,26.0,C,F,L,BOS,20142015,R,77.0,1301.33,16.9,27.57,24.0,14.0,4.0,42.0,180.0,245.0,312.0
Brad Richards,BRAD.RICHARDS,8467389,1980-05-02,34.0,C,F,L,CHI,20142015,R,76.0,1131.48,14.89,24.42,12.0,15.0,10.0,37.0,199.0,252.0,322.0
Brad Richardson,BRAD.RICHARDSON,8470755,1985-02-04,29.0,R,F,L,VAN,20142015,R,45.0,651.22,14.47,23.89,8.0,6.0,7.0,21.0,66.0,83.0,111.0
Brad Stuart,BRAD.STUART,8467331,1979-11-06,34.0,D,D,L,COL,20142015,R,65.0,1321.0,20.32,33.24,3.0,4.0,6.0,13.0,64.0,94.0,128.0
Brandon Bollig,BRANDON.BOLLIG,8475650,1987-01-31,27.0,L,F,L,CGY,20142015,R,62.0,533.12,8.6,14.11,1.0,1.0,3.0,5.0,67.0,87.0,112.0
Brandon Davidson,BRANDON.DAVIDSON,8475869,1991-08-21,23.0,D,D,L,EDM,20142015,R,12.0,181.65,15.14,24.97,1.0,0.0,0.0,1.0,7.0,14.0,20.0
Brandon Defazio,BRANDON.DEFAZIO,8476214,1988-09-13,26.0,L,F,L,VAN,20142015,R,2.0,11.88,5.94,9.21,0.0,0.0,0.0,0.0,2.0,3.0,4.0
Brandon Dubinsky,BRANDON.DUBINSKY,8471273,1986-04-29,28.0,C,F,L,CBJ,20142015,R,47.0,848.88,18.06,29.58,13.0,11.0,12.0,36.0,100.0,129.0,170.0
Brandon Gormley,BRANDON.GORMLEY,8475759,1992-02-18,22.0,D,D,L,ARI,20142015,R,27.0,413.7,15.32,25.32,2.0,1.0,1.0,4.0,39.0,47.0,74.0
Brandon Kozun,BRANDON.KOZUN,8475295,1990-03-08,24.0,R,F,R,TOR,20142015,R,20.0,158.22,7.91,13.02,2.0,1.0,1.0,4.0,8.0,8.0,16.0
